Region,Operating Profit,Year,State
Midwest,25812.5,2021,Missouri
Midwest,32500,2021,Missouri
Midwest,47250,2021,Missouri
Midwest,100000,2021,Missouri
Midwest,117000,2021,Missouri
Midwest,55125,2021,Missouri
Midwest,49000,2021,Missouri
Midwest,49000,2021,Missouri
Midwest,55125,2021,Missouri
Midwest,112500,2021,Missouri
Midwest,67500,2021,Missouri
Midwest,41562.5,2021,Missouri
Midwest,24937.5,2021,Missouri
Midwest,26000,2021,Missouri
Midwest,45937.5,2021,Missouri
Midwest,59375,2021,Missouri
Midwest,72500,2021,Missouri
Midwest,32812.5,2021,Missouri
Midwest,22312.5,2021,Missouri
West,24000,2021,Utah
West,45937.5,2021,Utah
West,56250,2021,Utah
West,80400,2021,Utah
West,36750,2021,Utah
West,28000,2021,Utah
West,25000,2021,Utah
West,42000,2021,Utah
West,60000,2021,Utah
West,75000,2021,Utah
West,28437.5,2021,Utah
West,17062.5,2021,Utah
West,20000,2021,Utah
West,33687.5,2021,Utah
West,50000,2021,Utah
West,93800,2021,Utah
West,39375,2021,Utah
West,30625,2021,Utah
West,27500,2021,Utah
West,42000,2021,Utah
West,90000,2021,Utah
West,78000,2021,Utah
West,35000,2021,Utah
West,29750,2021,Utah
West,32000,2021,Utah
West,49000,2021,Utah
West,115000,2021,Utah
West,112000,2021,Utah
West,57750,2021,Utah
West,41562.5,2021,Utah
West,42500,2021,Utah
West,52062.5,2021,Utah
West,120000,2021,Utah
West,105000,2021,Utah
West,64312.5,2021,Utah
West,47250,2021,Utah
West,30000,2021,Utah
West,36750,2021,Utah
West,91875,2021,Utah
West,78000,2021,Utah
West,39375,2021,Utah
West,12250,2021,Utah
West,13000,2021,Utah
West,22750,2021,Utah
West,50000,2021,Utah
West,69000,2021,Utah
West,28000,2021,Utah
West,21000,2021,Utah
West,22000,2021,Utah
West,28875,2021,Utah
West,70000,2021,Utah
West,66000,2021,Utah
West,28000,2021,Utah
West,24150,2021,Utah
West,30000,2021,Utah
West,49000,2021,Utah
West,101250,2021,Utah
West,112000,2021,Utah
West,52500,2021,Utah
West,47250,2021,Utah
West,48000,2021,Utah
West,56000,2021,Utah
West,112500,2021,Utah
West,36750,2021,Utah
West,49000,2021,Utah
West,49000,2021,Utah
West,28000,2021,Utah
West,27000,2021,Utah
West,48000,2021,Utah
West,47250,2021,Utah
West,49000,2021,Utah
West,49000,2021,Utah
West,28000,2021,Oregon
West,22500,2021,Oregon
West,39000,2021,Oregon
West,66500,2021,Oregon
West,56875,2021,Oregon
West,67375,2021,Oregon
West,43750,2021,Oregon
West,22000,2021,Oregon
West,45000,2021,Oregon
West,91437.5,2021,Oregon
West,57750,2021,Oregon
West,68250,2021,Oregon
West,35437.5,2021,Oregon
West,25000,2021,Oregon
West,58500,2021,Oregon
West,87500,2021,Oregon
West,67375,2021,Oregon
West,67375,2021,Oregon
West,48125,2021,Oregon
West,31500,2021,Oregon
West,94500,2021,Oregon
West,149187.5,2021,Oregon
West,147875,2021,Oregon
West,182000,2021,Oregon
West,147000,2021,Oregon
West,144000,2021,Oregon
West,220500,2021,Oregon
West,252875,2021,Oregon
West,220500,2021,Oregon
West,204750,2021,Oregon
West,163625,2021,Oregon
West,216000,2021,Oregon
West,189000,2021,Oregon
West,252000,2021,Oregon
West,217000,2021,Oregon
West,159250,2021,Oregon
West,104125,2021,Oregon
West,119000,2021,Oregon
West,56250,2021,Oregon
West,78750,2021,Oregon
West,86625,2021,Oregon
West,43750,2021,Oregon
West,35000,2021,Oregon
West,54000,2021,Oregon
West,33750,2021,Oregon
West,49000,2021,Oregon
West,101062.5,2021,Oregon
West,61250,2021,Oregon
West,51187.5,2021,Oregon
West,66000,2021,Oregon
West,63000,2021,Oregon
West,90562.5,2021,Oregon
West,113750,2021,Oregon
West,74812.5,2021,Oregon
West,86625,2021,Oregon
West,127500,2021,Oregon
West,132000,2021,Oregon
West,170625,2021,Oregon
West,196875,2021,Oregon
West,134750,2021,Oregon
West,134750,2021,Oregon
West,152000,2021,Oregon
West,146625,2021,Oregon
West,56000,2021,Oregon
West,72000,2021,Oregon
West,72000,2021,Oregon
West,45000,2021,Oregon
West,45000,2021,Oregon
West,70875,2021,Oregon
West,70000,2021,Oregon
West,72000,2021,Oregon
West,72000,2021,Oregon
South,45000,2021,Louisiana
South,39375,2021,Louisiana
South,59062.5,2021,Louisiana
South,94500,2021,Louisiana
South,82500,2021,Louisiana
South,96000,2021,Louisiana
South,66000,2021,Louisiana
South,40500,2021,Louisiana
South,55125,2021,Louisiana
South,105000,2021,Louisiana
South,71500,2021,Louisiana
South,82500,2021,Louisiana
South,44000,2021,Louisiana
South,35437.5,2021,Louisiana
South,73500,2021,Louisiana
South,99000,2021,Louisiana
South,80000,2021,Louisiana
South,80000,2021,Louisiana
South,58500,2021,Louisiana
South,40500,2021,Louisiana
South,130812.5,2021,Louisiana
South,198000,2021,Louisiana
South,196000,2021,Louisiana
South,238000,2021,Louisiana
South,195500,2021,Louisiana
South,192375,2021,Louisiana
South,288750,2021,Louisiana
South,324000,2021,Louisiana
South,285000,2021,Louisiana
South,266000,2021,Louisiana
South,216000,2021,Louisiana
South,277875,2021,Louisiana
South,250250,2021,Louisiana
South,323000,2021,Louisiana
South,280500,2021,Louisiana
South,210000,2021,Louisiana
South,142500,2021,Louisiana
South,138937.5,2021,Louisiana
South,73500,2021,Louisiana
South,90000,2021,Louisiana
South,100000,2021,Louisiana
South,54000,2021,Louisiana
South,45000,2021,Louisiana
South,68062.5,2021,Louisiana
South,42000,2021,Louisiana
South,56000,2021,Louisiana
South,115000,2021,Louisiana
South,72000,2021,Louisiana
South,60000,2021,Louisiana
South,78750,2021,Louisiana
South,77000,2021,Louisiana
South,100000,2021,Louisiana
South,126000,2021,Louisiana
South,84000,2021,Louisiana
South,100000,2021,Louisiana
South,149625,2021,Louisiana
South,178500,2021,Louisiana
South,224000,2021,Louisiana
South,256000,2021,Louisiana
South,180000,2021,Louisiana
South,180000,2021,Louisiana
South,200812.5,2021,Louisiana
South,196875,2021,Louisiana
South,40500,2021,Louisiana
South,60750,2021,Louisiana
South,42750,2021,Louisiana
South,66500,2021,Louisiana
South,32500,2021,Louisiana
South,74812.5,2021,Louisiana
South,46875,2021,Louisiana
South,63000,2021,Louisiana
South,44625,2021,Louisiana
West,52500,2021,Idaho
West,25000,2021,Idaho
West,70875,2021,Idaho
West,65625,2021,Idaho
West,87500,2021,Idaho
West,47250,2021,Idaho
West,55125,2021,Idaho
West,30000,2021,Idaho
West,70000,2021,Idaho
West,45500,2021,Idaho
West,68250,2021,Idaho
West,41562.5,2021,Idaho
West,50625,2021,Idaho
West,28875,2021,Idaho
West,82500,2021,Idaho
West,49000,2021,Idaho
West,76125,2021,Idaho
West,50312.5,2021,Idaho
West,78750,2021,Idaho
West,60000,2021,Idaho
West,168750,2021,Idaho
West,118125,2021,Idaho
West,131250,2021,Idaho
West,105000,2021,Idaho
West,123750,2021,Idaho
West,74250,2021,Idaho
West,247500,2021,Idaho
West,155000,2021,Idaho
West,170500,2021,Idaho
West,185000,2021,Idaho
West,131250,2021,Idaho
West,101062.5,2021,Idaho
West,286000,2021,Idaho
West,150000,2021,Idaho
West,165000,2021,Idaho
West,185000,2021,Idaho
West,118750,2021,Idaho
West,91437.5,2021,Idaho
West,239250,2021,Idaho
West,148500,2021,Idaho
West,137500,2021,Idaho
West,162000,2021,Idaho
West,120000,2021,Idaho
West,77000,2021,Idaho
West,171875,2021,Idaho
West,92000,2021,Idaho
West,92000,2021,Idaho
West,94500,2021,Idaho
West,84375,2021,Idaho
West,42875,2021,Idaho
West,129937.5,2021,Idaho
West,94500,2021,Idaho
West,94500,2021,Idaho
West,144000,2021,Idaho
West,135000,2021,Idaho
West,81812.5,2021,Idaho
West,223437.5,2021,Idaho
West,170500,2021,Idaho
West,170500,2021,Idaho
West,162000,2021,Idaho
West,157500,2021,Idaho
West,91437.5,2021,Idaho
West,259187.5,2021,Idaho
West,44625,2021,Idaho
West,68000,2021,Idaho
West,59500,2021,Idaho
West,38500,2021,Idaho
West,30375,2021,Idaho
West,42500,2021,Idaho
West,49875,2021,Idaho
West,60000,2021,Idaho
West,52500,2021,Idaho
West,31500,2021,Arizona
West,20250,2021,Arizona
West,35000,2021,Arizona
West,70000,2021,Arizona
West,70000,2021,Arizona
West,61250,2021,Arizona
West,39375,2021,Arizona
West,20625,2021,Arizona
West,40625,2021,Arizona
West,87500,2021,Arizona
West,66000,2021,Arizona
West,67375,2021,Arizona
West,43750,2021,Arizona
West,24750,2021,Arizona
West,56875,2021,Arizona
West,91875,2021,Arizona
West,82500,2021,Arizona
West,77000,2021,Arizona
West,52500,2021,Arizona
West,33000,2021,Arizona
West,65625,2021,Arizona
West,109375,2021,Arizona
West,104500,2021,Arizona
West,91437.5,2021,Arizona
West,61250,2021,Arizona
West,37125,2021,Arizona
West,91875,2021,Arizona
West,118125,2021,Arizona
West,115500,2021,Arizona
West,91437.5,2021,Arizona
West,65625,2021,Arizona
West,70125,2021,Arizona
West,74375,2021,Arizona
West,120312.5,2021,Arizona
West,138000,2021,Arizona
West,86625,2021,Arizona
West,77000,2021,Arizona
West,78000,2021,Arizona
West,65625,2021,Arizona
West,90562.5,2021,Arizona
West,115000,2021,Arizona
West,66937.5,2021,Arizona
West,59062.5,2021,Arizona
West,61875,2021,Arizona
West,63750,2021,Arizona
West,78750,2021,Arizona
West,100000,2021,Arizona
West,51187.5,2021,Arizona
West,47250,2021,Arizona
West,45375,2021,Arizona
West,48750,2021,Arizona
West,78750,2021,Arizona
West,105000,2021,Arizona
West,59062.5,2021,Arizona
West,55125,2021,Arizona
West,49500,2021,Arizona
West,63750,2021,Arizona
West,98437.5,2021,Arizona
West,125000,2021,Arizona
West,66937.5,2021,Arizona
West,66937.5,2021,Arizona
West,57750,2021,Arizona
West,67500,2021,Arizona
West,58187.5,2021,Arizona
West,85500,2021,Arizona
West,74812.5,2021,Arizona
West,51187.5,2021,Arizona
West,41250,2021,Arizona
West,53437.5,2021,Arizona
West,64312.5,2021,Arizona
West,76500,2021,Arizona
West,66937.5,2021,Arizona
West,43312.5,2021,New Mexico
West,30000,2021,New Mexico
West,45000,2021,New Mexico
West,86625,2021,New Mexico
West,88000,2021,New Mexico
West,77000,2021,New Mexico
West,52937.5,2021,New Mexico
West,31500,2021,New Mexico
West,51562.5,2021,New Mexico
West,105875,2021,New Mexico
West,84000,2021,New Mexico
West,84000,2021,New Mexico
West,57750,2021,New Mexico
West,36000,2021,New Mexico
West,70312.5,2021,New Mexico
West,110687.5,2021,New Mexico
West,102000,2021,New Mexico
West,94500,2021,New Mexico
West,67375,2021,New Mexico
West,45000,2021,New Mexico
West,79687.5,2021,New Mexico
West,134750,2021,New Mexico
West,132000,2021,New Mexico
West,115500,2021,New Mexico
West,81812.5,2021,New Mexico
West,54000,2021,New Mexico
West,112500,2021,New Mexico
West,144375,2021,New Mexico
West,144000,2021,New Mexico
West,115500,2021,New Mexico
West,86625,2021,New Mexico
West,90000,2021,New Mexico
West,93750,2021,New Mexico
West,147000,2021,New Mexico
West,169000,2021,New Mexico
West,110250,2021,New Mexico
West,99750,2021,New Mexico
West,99750,2021,New Mexico
West,84375,2021,New Mexico
West,109375,2021,New Mexico
West,137500,2021,New Mexico
West,83125,2021,New Mexico
West,74375,2021,New Mexico
West,76500,2021,New Mexico
West,77187.5,2021,New Mexico
West,96250,2021,New Mexico
West,121000,2021,New Mexico
West,65625,2021,New Mexico
West,61250,2021,New Mexico
West,58500,2021,New Mexico
West,70312.5,2021,New Mexico
West,115500,2021,New Mexico
West,156000,2021,New Mexico
West,94500,2021,New Mexico
West,89250,2021,New Mexico
West,78750,2021,New Mexico
West,93750,2021,New Mexico
West,147000,2021,New Mexico
West,182000,2021,New Mexico
West,105000,2021,New Mexico
West,105000,2021,New Mexico
West,89250,2021,New Mexico
West,98437.5,2021,New Mexico
West,54000,2021,New Mexico
West,72000,2021,New Mexico
West,63000,2021,New Mexico
West,48000,2021,New Mexico
West,39375,2021,New Mexico
West,45000,2021,New Mexico
West,60000,2021,New Mexico
West,64000,2021,New Mexico
West,56000,2021,New Mexico
Southeast,40000,2021,Georgia
Southeast,27562.5,2021,Georgia
Southeast,37500,2021,Georgia
Southeast,84000,2021,Georgia
Southeast,75000,2021,Georgia
Southeast,65625,2021,Georgia
Southeast,50000,2021,Georgia
Southeast,28875,2021,Georgia
Southeast,43750,2021,Georgia
Southeast,105000,2021,Georgia
Southeast,71500,2021,Georgia
Southeast,72187.5,2021,Georgia
Southeast,55000,2021,Georgia
Southeast,33687.5,2021,Georgia
Southeast,61250,2021,Georgia
Southeast,110000,2021,Georgia
Southeast,88000,2021,Georgia
Southeast,81812.5,2021,Georgia
Southeast,65000,2021,Georgia
Southeast,43312.5,2021,Georgia
Southeast,70000,2021,Georgia
Southeast,135000,2021,Georgia
Southeast,115500,2021,Georgia
Southeast,101062.5,2021,Georgia
Southeast,80000,2021,Georgia
Southeast,52937.5,2021,Georgia
Southeast,100625,2021,Georgia
Southeast,145000,2021,Georgia
Southeast,126500,2021,Georgia
Southeast,101062.5,2021,Georgia
Southeast,85000,2021,Georgia
Southeast,91437.5,2021,Georgia
Southeast,83125,2021,Georgia
Southeast,148500,2021,Georgia
Southeast,150000,2021,Georgia
Southeast,96250,2021,Georgia
Southeast,99000,2021,Georgia
Southeast,102375,2021,Georgia
Southeast,74375,2021,Georgia
Southeast,108000,2021,Georgia
Southeast,120000,2021,Georgia
Southeast,70875,2021,Georgia
Southeast,72000,2021,Georgia
Southeast,77000,2021,Georgia
Southeast,67500,2021,Georgia
Southeast,94500,2021,Georgia
Southeast,105000,2021,Georgia
Southeast,55125,2021,Georgia
Southeast,58500,2021,Georgia
Southeast,57750,2021,Georgia
Southeast,61250,2021,Georgia
Southeast,115500,2021,Georgia
Southeast,138000,2021,Georgia
Southeast,81812.5,2021,Georgia
Southeast,88000,2021,Georgia
Southeast,79625,2021,Georgia
Southeast,83125,2021,Georgia
Southeast,148500,2021,Georgia
Southeast,162000,2021,Georgia
Southeast,91437.5,2021,Georgia
Southeast,104500,2021,Georgia
Southeast,91000,2021,Georgia
Southeast,87500,2021,Georgia
Southeast,184500,2021,Georgia
Southeast,115500,2021,Georgia
Southeast,61875,2021,Georgia
Southeast,70875,2021,Georgia
Southeast,126875,2021,Georgia
Southeast,165000,2021,Georgia
Southeast,193500,2021,Georgia
Southeast,101500,2021,Georgia
Southeast,58125,2021,Georgia
Southeast,65625,2021,South Carolina
Southeast,122500,2021,South Carolina
Southeast,140000,2021,South Carolina
Southeast,160650,2021,South Carolina
Southeast,85750,2021,South Carolina
Southeast,45312.5,2021,South Carolina
Southeast,51750,2021,South Carolina
Southeast,98437.5,2021,South Carolina
Southeast,126875,2021,South Carolina
Southeast,153562.5,2021,South Carolina
Southeast,82687.5,2021,South Carolina
Southeast,42187.5,2021,South Carolina
Southeast,54000,2021,South Carolina
Southeast,109375,2021,South Carolina
Southeast,155000,2021,South Carolina
Southeast,235125,2021,South Carolina
Southeast,131250,2021,South Carolina
Southeast,81562.5,2021,South Carolina
Southeast,91125,2021,South Carolina
Southeast,134750,2021,South Carolina
Southeast,240000,2021,South Carolina
Southeast,259875,2021,South Carolina
Southeast,140000,2021,South Carolina
Southeast,96875,2021,South Carolina
Southeast,112500,2021,South Carolina
Southeast,170625,2021,South Carolina
Southeast,323750,2021,South Carolina
Southeast,336375,2021,South Carolina
Southeast,189000,2021,South Carolina
Southeast,113437.5,2021,South Carolina
Southeast,127875,2021,South Carolina
Southeast,182000,2021,South Carolina
Southeast,341250,2021,South Carolina
Southeast,329062.5,2021,South Carolina
Southeast,189000,2021,South Carolina
Southeast,113437.5,2021,South Carolina
Southeast,104625,2021,South Carolina
Southeast,144375,2021,South Carolina
Southeast,277500,2021,South Carolina
Southeast,253687.5,2021,South Carolina
Southeast,144375,2021,South Carolina
Southeast,72500,2021,South Carolina
Southeast,84000,2021,South Carolina
Southeast,122500,2021,South Carolina
Southeast,220000,2021,South Carolina
Southeast,241312.5,2021,South Carolina
Southeast,126000,2021,South Carolina
Southeast,75937.5,2021,South Carolina
Southeast,87750,2021,South Carolina
Southeast,125125,2021,South Carolina
Southeast,232500,2021,South Carolina
Southeast,228937.5,2021,South Carolina
Southeast,118125,2021,South Carolina
Southeast,78187.5,2021,South Carolina
Southeast,123750,2021,South Carolina
Southeast,177625,2021,South Carolina
Southeast,309375,2021,South Carolina
Southeast,338625,2021,South Carolina
Southeast,183750,2021,South Carolina
Southeast,123750,2021,South Carolina
Southeast,139500,2021,South Carolina
Southeast,189875,2021,South Carolina
Southeast,328125,2021,South Carolina
Southeast,129500,2021,South Carolina
Southeast,88812.5,2021,South Carolina
Southeast,72500,2021,South Carolina
Southeast,69000,2021,South Carolina
Southeast,98437.5,2021,South Carolina
Southeast,126875,2021,South Carolina
Southeast,136500,2021,South Carolina
Southeast,76562.5,2021,South Carolina
Southeast,67500,2021,South Carolina
Southeast,63000,2021,North Carolina
Southeast,94500,2021,North Carolina
Southeast,105000,2021,North Carolina
Southeast,110400,2021,North Carolina
Southeast,63000,2021,North Carolina
Southeast,50000,2021,North Carolina
Southeast,47500,2021,North Carolina
Southeast,73500,2021,North Carolina
Southeast,93750,2021,North Carolina
Southeast,105000,2021,North Carolina
Southeast,60375,2021,North Carolina
Southeast,46000,2021,North Carolina
Southeast,50000,2021,North Carolina
Southeast,82687.5,2021,North Carolina
Southeast,118125,2021,North Carolina
Southeast,170100,2021,North Carolina
Southeast,102375,2021,North Carolina
Southeast,100000,2021,North Carolina
Southeast,92000,2021,North Carolina
Southeast,105000,2021,North Carolina
Southeast,192500,2021,North Carolina
Southeast,190000,2021,North Carolina
Southeast,110250,2021,North Carolina
Southeast,135000,2021,North Carolina
Southeast,130000,2021,North Carolina
Southeast,147875,2021,North Carolina
Southeast,288750,2021,North Carolina
Southeast,273000,2021,North Carolina
Southeast,168000,2021,North Carolina
Southeast,159500,2021,North Carolina
Southeast,148500,2021,North Carolina
Southeast,159250,2021,North Carolina
Southeast,306250,2021,North Carolina
Southeast,266500,2021,North Carolina
Southeast,168000,2021,North Carolina
Southeast,159500,2021,North Carolina
Southeast,121500,2021,North Carolina
Southeast,125125,2021,North Carolina
Southeast,247500,2021,North Carolina
Southeast,203500,2021,North Carolina
Southeast,126875,2021,North Carolina
Southeast,75000,2021,North Carolina
Southeast,72000,2021,North Carolina
Southeast,84000,2021,North Carolina
Southeast,157500,2021,North Carolina
Southeast,157500,2021,North Carolina
Southeast,85750,2021,North Carolina
Southeast,80500,2021,North Carolina
Southeast,77000,2021,North Carolina
Southeast,86625,2021,North Carolina
Southeast,168750,2021,North Carolina
Southeast,148500,2021,North Carolina
Southeast,79625,2021,North Carolina
Southeast,95200,2021,North Carolina
Southeast,156000,2021,North Carolina
Southeast,164062.5,2021,North Carolina
Southeast,271875,2021,North Carolina
Southeast,273000,2021,North Carolina
Southeast,162750,2021,North Carolina
Southeast,174000,2021,North Carolina
Southeast,162000,2021,North Carolina
Southeast,165375,2021,North Carolina
Southeast,290625,2021,North Carolina
Southeast,108500,2021,North Carolina
Southeast,70437.5,2021,North Carolina
Southeast,57500,2021,North Carolina
Southeast,51000,2021,North Carolina
Southeast,74812.5,2021,North Carolina
Southeast,100625,2021,North Carolina
Southeast,115500,2021,North Carolina
Southeast,58187.5,2021,North Carolina
Southeast,52500,2021,North Carolina
Midwest,45000,2021,Ohio
Midwest,70875,2021,Ohio
Midwest,82500,2021,Ohio
Midwest,92400,2021,Ohio
Midwest,47250,2021,Ohio
Midwest,38000,2021,Ohio
Midwest,32500,2021,Ohio
Midwest,52500,2021,Ohio
Midwest,71250,2021,Ohio
Midwest,87000,2021,Ohio
Midwest,44625,2021,Ohio
Midwest,34000,2021,Ohio
Midwest,35000,2021,Ohio
Midwest,59062.5,2021,Ohio
Midwest,91875,2021,Ohio
Midwest,143100,2021,Ohio
Midwest,78750,2021,Ohio
Midwest,76000,2021,Ohio
Midwest,68000,2021,Ohio
Midwest,78750,2021,Ohio
Midwest,151250,2021,Ohio
Midwest,160000,2021,Ohio
Midwest,86625,2021,Ohio
Midwest,105000,2021,Ohio
Midwest,100000,2021,Ohio
Midwest,113750,2021,Ohio
Midwest,236250,2021,Ohio
Midwest,234000,2021,Ohio
Midwest,136500,2021,Ohio
Midwest,126500,2021,Ohio
Midwest,115500,2021,Ohio
Midwest,125125,2021,Ohio
Midwest,253750,2021,Ohio
Midwest,227500,2021,Ohio
Midwest,136500,2021,Ohio
Midwest,126500,2021,Ohio
Midwest,94500,2021,Ohio
Midwest,96250,2021,Ohio
Midwest,202500,2021,Ohio
Midwest,170500,2021,Ohio
Midwest,100625,2021,Ohio
Midwest,47500,2021,Ohio
Midwest,45000,2021,Ohio
Midwest,55125,2021,Ohio
Midwest,110000,2021,Ohio
Midwest,116000,2021,Ohio
Midwest,57750,2021,Ohio
Midwest,51000,2021,Ohio
Midwest,48000,2021,Ohio
Midwest,56000,2021,Ohio
Midwest,105000,2021,Ohio
Midwest,94500,2021,Ohio
Midwest,43750,2021,Ohio
Midwest,62300,2021,Ohio
Midwest,130000,2021,Ohio
Midwest,133000,2021,Ohio
Midwest,230000,2021,Ohio
Midwest,247500,2021,Ohio
Midwest,142187.5,2021,Ohio
Midwest,149500,2021,Ohio
Midwest,136500,2021,Ohio
Midwest,137812.5,2021,Ohio
Midwest,250000,2021,Ohio
Midwest,80000,2021,Ohio
Midwest,42000,2021,Ohio
Midwest,36000,2021,Ohio
Midwest,21000,2021,Ohio
Midwest,35000,2021,Ohio
Midwest,48000,2021,Ohio
Midwest,88000,2021,Ohio
Midwest,28000,2021,Ohio
Midwest,30000,2021,Ohio
Southeast,17500,2021,Kentucky
Southeast,35000,2021,Kentucky
Southeast,48000,2021,Kentucky
Southeast,93600,2021,Kentucky
Southeast,35437.5,2021,Kentucky
Southeast,35000,2021,Kentucky
Southeast,16000,2021,Kentucky
Southeast,28875,2021,Kentucky
Southeast,45000,2021,Kentucky
Southeast,85500,2021,Kentucky
Southeast,27562.5,2021,Kentucky
Southeast,28000,2021,Kentucky
Southeast,18000,2021,Kentucky
Southeast,21875,2021,Kentucky
Southeast,40000,2021,Kentucky
Southeast,104000,2021,Kentucky
Southeast,35437.5,2021,Kentucky
Southeast,32000,2021,Kentucky
Southeast,20000,2021,Kentucky
Southeast,26250,2021,Kentucky
Southeast,60500,2021,Kentucky
Southeast,84000,2021,Kentucky
Southeast,33687.5,2021,Kentucky
Southeast,27000,2021,Kentucky
Southeast,24000,2021,Kentucky
Southeast,35000,2021,Kentucky
Southeast,82500,2021,Kentucky
Southeast,120000,2021,Kentucky
Southeast,55125,2021,Kentucky
Southeast,44000,2021,Kentucky
Southeast,36000,2021,Kentucky
Southeast,43750,2021,Kentucky
Southeast,93500,2021,Kentucky
Southeast,115000,2021,Kentucky
Southeast,55125,2021,Kentucky
Southeast,44000,2021,Kentucky
Southeast,40000,2021,Kentucky
Southeast,39375,2021,Kentucky
Southeast,88000,2021,Kentucky
Southeast,105000,2021,Kentucky
Southeast,51187.5,2021,Kentucky
Southeast,31500,2021,Kentucky
Southeast,28000,2021,Kentucky
Southeast,31500,2021,Kentucky
Southeast,55000,2021,Kentucky
Southeast,99000,2021,Kentucky
Southeast,43312.5,2021,Kentucky
Southeast,31500,2021,Kentucky
Southeast,27000,2021,Kentucky
Southeast,28875,2021,Kentucky
Southeast,60500,2021,Kentucky
Southeast,85000,2021,Kentucky
Southeast,38500,2021,Kentucky
Southeast,39600,2021,Kentucky
Southeast,44000,2021,Kentucky
Southeast,39812.5,2021,Kentucky
Southeast,77000,2021,Kentucky
Southeast,136500,2021,Kentucky
Southeast,62562.5,2021,Kentucky
Southeast,60500,2021,Kentucky
Southeast,45000,2021,Kentucky
Southeast,47250,2021,Kentucky
Southeast,84500,2021,Kentucky
Southeast,87000,2021,Kentucky
Southeast,55125,2021,Kentucky
Southeast,42000,2021,Kentucky
Southeast,37500,2021,Kentucky
Southeast,59500,2021,Kentucky
Southeast,78750,2021,Kentucky
Southeast,93000,2021,Kentucky
Southeast,44625,2021,Kentucky
Southeast,38000,2021,Kentucky
South,32500,2021,Mississippi
South,56000,2021,Mississippi
South,62500,2021,Mississippi
South,72000,2021,Mississippi
South,35000,2021,Mississippi
South,25500,2021,Mississippi
South,22000,2021,Mississippi
South,39812.5,2021,Mississippi
South,53125,2021,Mississippi
South,67500,2021,Mississippi
South,32812.5,2021,Mississippi
South,22500,2021,Mississippi
South,24000,2021,Mississippi
South,45500,2021,Mississippi
South,71250,2021,Mississippi
South,119200,2021,Mississippi
South,63000,2021,Mississippi
South,59500,2021,Mississippi
South,52500,2021,Mississippi
South,63000,2021,Mississippi
South,125000,2021,Mississippi
South,135000,2021,Mississippi
South,70000,2021,Mississippi
South,85500,2021,Mississippi
South,81000,2021,Mississippi
South,94500,2021,Mississippi
South,203125,2021,Mississippi
South,204000,2021,Mississippi
South,115500,2021,Mississippi
South,105000,2021,Mississippi
South,95000,2021,Mississippi
South,105000,2021,Mississippi
South,219375,2021,Mississippi
South,198000,2021,Mississippi
South,115500,2021,Mississippi
South,105000,2021,Mississippi
South,76000,2021,Mississippi
South,78750,2021,Mississippi
South,171875,2021,Mississippi
South,145000,2021,Mississippi
South,82687.5,2021,Mississippi
South,34000,2021,Mississippi
South,32000,2021,Mississippi
South,42000,2021,Mississippi
South,87500,2021,Mississippi
South,94500,2021,Mississippi
South,43750,2021,Mississippi
South,37500,2021,Mississippi
South,35000,2021,Mississippi
South,42875,2021,Mississippi
South,83125,2021,Mississippi
South,75000,2021,Mississippi
South,31500,2021,Mississippi
South,47400,2021,Mississippi
South,108000,2021,Mississippi
South,111562.5,2021,Mississippi
South,196875,2021,Mississippi
South,217000,2021,Mississippi
South,120750,2021,Mississippi
South,126000,2021,Mississippi
South,114000,2021,Mississippi
South,116375,2021,Mississippi
South,215625,2021,Mississippi
South,65000,2021,Mississippi
South,39375,2021,Mississippi
South,27000,2021,Mississippi
South,24000,2021,Mississippi
South,42875,2021,Mississippi
South,45000,2021,Mississippi
South,70000,2021,Mississippi
South,30625,2021,Mississippi
South,24000,2021,Mississippi
South,20000,2021,Arkansas
South,39812.5,2021,Arkansas
South,34000,2021,Arkansas
South,51600,2021,Arkansas
South,22750,2021,Arkansas
South,14000,2021,Arkansas
South,16000,2021,Arkansas
South,30625,2021,Arkansas
South,35000,2021,Arkansas
South,60000,2021,Arkansas
South,26250,2021,Arkansas
South,18000,2021,Arkansas
South,18000,2021,Arkansas
South,35000,2021,Arkansas
South,48000,2021,Arkansas
South,107200,2021,Arkansas
South,52500,2021,Arkansas
South,49000,2021,Arkansas
South,42000,2021,Arkansas
South,51187.5,2021,Arkansas
South,76500,2021,Arkansas
South,108000,2021,Arkansas
South,52062.5,2021,Arkansas
South,64000,2021,Arkansas
South,60000,2021,Arkansas
South,72187.5,2021,Arkansas
South,132000,2021,Arkansas
South,170500,2021,Arkansas
South,91875,2021,Arkansas
South,81000,2021,Arkansas
South,72000,2021,Arkansas
South,89250,2021,Arkansas
South,156000,2021,Arkansas
South,180000,2021,Arkansas
South,101062.5,2021,Arkansas
South,90000,2021,Arkansas
South,64000,2021,Arkansas
South,65625,2021,Arkansas
South,121000,2021,Arkansas
South,130000,2021,Arkansas
South,63000,2021,Arkansas
South,21000,2021,Arkansas
South,19500,2021,Arkansas
South,28437.5,2021,Arkansas
South,51000,2021,Arkansas
South,72000,2021,Arkansas
South,29750,2021,Arkansas
South,24000,2021,Arkansas
South,22000,2021,Arkansas
South,28875,2021,Arkansas
South,48000,2021,Arkansas
South,55000,2021,Arkansas
South,19687.5,2021,Arkansas
South,32000,2021,Arkansas
South,82500,2021,Arkansas
