sales,date
80000,Feb-21
56250,Feb-21
130000,Feb-21
190000,Mar-21
162500,Mar-21
192500,Mar-21
125000,Mar-21
55000,Mar-21
150000,Mar-21
261250,Apr-21
165000,Apr-21
195000,Apr-21
101250,Apr-21
62500,Apr-21
195000,Apr-21
250000,May-21
192500,May-21
192500,May-21
137500,May-21
78750,May-21
315000,May-21
426250,Jun-21
422500,Jun-21
520000,Jun-21
420000,Jun-21
360000,Jun-21
735000,Jun-21
722500,Jul-21
630000,Jul-21
585000,Jul-21
467500,Jul-21
540000,Jul-21
630000,Jul-21
720000,Aug-21
620000,Aug-21
455000,Aug-21
297500,Aug-21
297500,Aug-21
187500,Aug-21
225000,Sep-21
247500,Sep-21
125000,Sep-21
100000,Sep-21
135000,Sep-21
112500,Sep-21
140000,Oct-21
288750,Oct-21
175000,Oct-21
146250,Oct-21
165000,Oct-21
210000,Oct-21
258750,Nov-21
325000,Nov-21
213750,Nov-21
247500,Nov-21
318750,Nov-21
440000,Nov-21
487500,Dec-21
562500,Dec-21
385000,Dec-21
385000,Dec-21
380000,Dec-21
488750,Dec-21
262500,Jan-21
192500,Jan-21
137500,Jan-21
120000,Jan-21
202500,Jan-21
192500,Jan-21
280000,Feb-21
157500,Feb-21
125000,Feb-21
112500,Feb-21
202500,Feb-21
192500,Feb-21
269500,Mar-21
157500,Mar-21
118750,Mar-21
97500,Mar-21
168750,Mar-21
166250,Mar-21
253750,Apr-21
170000,Apr-21
135000,Apr-21
131250,Apr-21
200000,Apr-21
210000,Apr-21
397500,May-21
250000,May-21
213750,May-21
202500,May-21
261250,May-21
345000,May-21
453750,Jun-21
287500,Jun-21
247500,Jun-21
236250,Jun-21
315000,Jun-21
438750,Jun-21
540000,Jul-21
357500,Jul-21
287500,Jul-21
262500,Jul-21
330000,Jul-21
471250,Jul-21
525000,Aug-21
357500,Aug-21
258750,Aug-21
183750,Aug-21
225000,Aug-21
337500,Aug-21
360000,Sep-21
240000,Sep-21
175000,Sep-21
166250,Sep-21
213750,Sep-21
287500,Sep-21
375000,Oct-21
230000,Oct-21
170000,Oct-21
160000,Oct-21
200000,Oct-21
288750,Oct-21
337500,Nov-21
225000,Nov-21
200250,Nov-21
213750,Nov-21
270000,Nov-21
406250,Nov-21
510000,Dec-21
325000,Dec-21
300000,Dec-21
275000,Dec-21
330000,Dec-21
422500,Dec-21
187500,Jan-21
127500,Jan-21
85000,Jan-21
68750,Jan-21
130000,Jan-21
127500,Jan-21
202500,Feb-21
97500,Feb-21
75000,Feb-21
62500,Feb-21
130000,Feb-21
120000,Feb-21
217000,Mar-21
105000,Mar-21
87500,Mar-21
60000,Mar-21
112500,Mar-21
122500,Mar-21
201250,Apr-21
82500,Apr-21
55000,Apr-21
50000,Apr-21
90000,Apr-21
105000,Apr-21
248000,May-21
113750,May-21
90000,May-21
67500,May-21
112500,May-21
175000,May-21
210000,Jun-21
105000,Jun-21
93750,Jun-21
87500,Jun-21
140000,Jun-21
236250,Jun-21
300000,Jul-21
175000,Jul-21
127500,Jul-21
112500,Jul-21
150000,Jul-21
247500,Jul-21
280000,Aug-21
190000,Aug-21
140000,Aug-21
81250,Aug-21
105000,Aug-21
190000,Aug-21
210000,Sep-21
120000,Sep-21
45000,Sep-21
41250,Sep-21
68750,Sep-21
105000,Sep-21
183750,Oct-21
87500,Oct-21
62500,Oct-21
56250,Oct-21
78750,Oct-21
140000,Oct-21
175000,Nov-21
87500,Nov-21
73750,Nov-21
81250,Nov-21
135000,Nov-21
200000,Nov-21
292500,Dec-21
157500,Dec-21
140000,Dec-21
122500,Dec-21
157500,Dec-21
225000,Dec-21
168750,Jan-21
118750,Jan-21
71250,Jan-21
65000,Jan-21
131250,Jan-21
118750,Jan-21
181250,Feb-21
93750,Feb-21
63750,Feb-21
60000,Feb-21
131250,Feb-21
112500,Feb-21
201000,Mar-21
105000,Mar-21
80000,Mar-21
62500,Mar-21
120000,Mar-21
120000,Mar-21
187500,Apr-21
81250,Apr-21
48750,Apr-21
50000,Apr-21
96250,Apr-21
100000,Apr-21
234500,May-21
112500,May-21
87500,May-21
68750,May-21
120000,May-21
180000,May-21
195000,Jun-21
100000,Jun-21
85000,Jun-21
80000,Jun-21
140000,Jun-21
230000,Jun-21
280000,Jul-21
165000,Jul-21
118750,Jul-21
106250,Jul-21
148750,Jul-21
240000,Jul-21
262500,Aug-21
183750,Aug-21
135000,Aug-21
75000,Aug-21
105000,Aug-21
183750,Aug-21
195000,Sep-21
112500,Sep-21
35000,Sep-21
32500,Sep-21
65000,Sep-21
100000,Sep-21
172500,Oct-21
80000,Oct-21
60000,Oct-21
55000,Oct-21
82500,Oct-21
140000,Oct-21
165000,Nov-21
80000,Nov-21
69000,Nov-21
75000,Nov-21
140000,Nov-21
202500,Nov-21
280000,Dec-21
150000,Dec-21
135000,Dec-21
120000,Dec-21
160000,Dec-21
225000,Dec-21
105000,Jan-21
140000,Jan-21
140000,Jan-21
80000,Jan-21
67500,Jan-21
160000,Jan-21
135000,Feb-21
140000,Feb-21
140000,Feb-21
80000,Feb-21
56250,Feb-21
130000,Feb-21
190000,Mar-21
162500,Mar-21
192500,Mar-21
125000,Mar-21
55000,Mar-21
150000,Mar-21
261250,Apr-21
165000,Apr-21
195000,Apr-21
101250,Apr-21
62500,Apr-21
195000,Apr-21
250000,May-21
192500,May-21
192500,May-21
137500,May-21
78750,May-21
315000,May-21
426250,Jun-21
422500,Jun-21
520000,Jun-21
420000,Jun-21
360000,Jun-21
735000,Jun-21
722500,Jul-21
630000,Jul-21
585000,Jul-21
467500,Jul-21
540000,Jul-21
630000,Jul-21
720000,Aug-21
620000,Aug-21
455000,Aug-21
297500,Aug-21
297500,Aug-21
187500,Aug-21
225000,Sep-21
247500,Sep-21
125000,Sep-21
100000,Sep-21
135000,Sep-21
112500,Sep-21
140000,Oct-21
288750,Oct-21
175000,Oct-21
146250,Oct-21
165000,Oct-21
210000,Oct-21
258750,Nov-21
325000,Nov-21
213750,Nov-21
247500,Nov-21
318750,Nov-21
440000,Nov-21
487500,Dec-21
562500,Dec-21
385000,Dec-21
385000,Dec-21
380000,Dec-21
488750,Dec-21
140000,Jan-21
180000,Jan-21
180000,Jan-21
112500,Jan-21
100000,Jan-21
202500,Jan-21
175000,Feb-21
180000,Feb-21
180000,Feb-21
112500,Feb-21
87500,Feb-21
168750,Feb-21
236250,Mar-21
206250,Mar-21
240000,Mar-21
165000,Mar-21
90000,Mar-21
157500,Mar-21
262500,Apr-21
178750,Apr-21
206250,Apr-21
110000,Apr-21
78750,Apr-21
210000,Apr-21
247500,May-21
200000,May-21
200000,May-21
146250,May-21
90000,May-21
373750,May-21
495000,Jun-21
490000,Jun-21
595000,Jun-21
488750,Jun-21
427500,Jun-21
825000,Jun-21
810000,Jul-21
712500,Jul-21
665000,Jul-21
540000,Jul-21
617500,Jul-21
715000,Jul-21
807500,Aug-21
701250,Aug-21
525000,Aug-21
356250,Aug-21
308750,Aug-21
210000,Aug-21
225000,Sep-21
250000,Sep-21
135000,Sep-21
112500,Sep-21
151250,Sep-21
120000,Sep-21
140000,Oct-21
287500,Oct-21
180000,Oct-21
150000,Oct-21
175000,Oct-21
220000,Oct-21
250000,Nov-21
315000,Nov-21
210000,Nov-21
250000,Nov-21
332500,Nov-21
510000,Nov-21
560000,Dec-21
640000,Dec-21
450000,Dec-21
450000,Dec-21
446250,Dec-21
562500,Dec-21
135000,Jan-21
202500,Jan-21
142500,Jan-21
166250,Jan-21
130000,Jan-21
166250,Jan-21
156250,Feb-21
210000,Feb-21
148750,Feb-21
131250,Feb-21
100000,Feb-21
157500,Feb-21
187500,Mar-21
250000,Mar-21
135000,Mar-21
122500,Mar-21
100000,Mar-21
140000,Mar-21
130000,Apr-21
195000,Apr-21
118750,Apr-21
112500,Apr-21
96250,Apr-21
165000,Apr-21
140000,May-21
217500,May-21
143750,May-21
175000,May-21
200000,May-21
337500,May-21
337500,Jun-21
375000,Jun-21
300000,Jun-21
275000,Jun-21
247500,Jun-21
495000,Jun-21
387500,Jul-21
426250,Jul-21
462500,Jul-21
262500,Jul-21
288750,Jul-21
520000,Jul-21
375000,Aug-21
412500,Aug-21
462500,Aug-21
237500,Aug-21
261250,Aug-21
435000,Aug-21
371250,Sep-21
343750,Sep-21
405000,Sep-21
240000,Sep-21
220000,Sep-21
312500,Sep-21
230000,Oct-21
230000,Oct-21
236250,Oct-21
168750,Oct-21
122500,Oct-21
236250,Oct-21
236250,Nov-21
236250,Nov-21
360000,Nov-21
270000,Nov-21
233750,Nov-21
406250,Nov-21
426250,Dec-21
426250,Dec-21
405000,Dec-21
315000,Dec-21
261250,Dec-21
471250,Dec-21
127500,Jan-21
170000,Jan-21
170000,Jan-21
110000,Jan-21
101250,Jan-21
170000,Jan-21
142500,Feb-21
150000,Feb-21
150000,Feb-21
90000,Feb-21
67500,Feb-21
140000,Feb-21
200000,Mar-21
175000,Mar-21
175000,Mar-21
112500,Mar-21
68750,Mar-21
162500,Mar-21
250000,Apr-21
165000,Apr-21
192500,Apr-21
125000,Apr-21
82500,Apr-21
227500,Apr-21
262500,May-21
206250,May-21
220000,May-21
150000,May-21
110000,May-21
262500,May-21
312500,Jun-21
261250,Jun-21
261250,Jun-21
175000,Jun-21
123750,Jun-21
367500,Jun-21
337500,Jul-21
288750,Jul-21
261250,Jul-21
187500,Jul-21
233750,Jul-21
297500,Jul-21
343750,Aug-21
345000,Aug-21
247500,Aug-21
220000,Aug-21
260000,Aug-21
262500,Aug-21
258750,Sep-21
287500,Sep-21
191250,Sep-21
168750,Sep-21
206250,Sep-21
255000,Sep-21
225000,Oct-21
250000,Oct-21
146250,Oct-21
135000,Oct-21
151250,Oct-21
195000,Oct-21
225000,Nov-21
262500,Nov-21
168750,Nov-21
157500,Nov-21
165000,Nov-21
255000,Nov-21
281250,Dec-21
312500,Dec-21
191250,Dec-21
191250,Dec-21
192500,Dec-21
270000,Dec-21
166250,Jan-21
213750,Jan-21
213750,Jan-21
146250,Jan-21
137500,Jan-21
213750,Jan-21
183750,Feb-21
191250,Feb-21
191250,Feb-21
123750,Feb-21
100000,Feb-21
180000,Feb-21
247500,Mar-21
220000,Mar-21
220000,Mar-21
151250,Mar-21
105000,Mar-21
206250,Mar-21
302500,Apr-21
210000,Apr-21
240000,Apr-21
165000,Apr-21
120000,Apr-21
281250,Apr-21
316250,May-21
255000,May-21
270000,May-21
192500,May-21
150000,May-21
318750,May-21
385000,Jun-21
330000,Jun-21
330000,Jun-21
233750,Jun-21
180000,Jun-21
450000,Jun-21
412500,Jul-21
360000,Jul-21
330000,Jul-21
247500,Jul-21
300000,Jul-21
375000,Jul-21
420000,Aug-21
422500,Aug-21
315000,Aug-21
285000,Aug-21
332500,Aug-21
337500,Aug-21
312500,Sep-21
343750,Sep-21
237500,Sep-21
212500,Sep-21
255000,Sep-21
308750,Sep-21
275000,Oct-21
302500,Oct-21
187500,Oct-21
175000,Oct-21
195000,Oct-21
281250,Oct-21
330000,Nov-21
390000,Nov-21
270000,Nov-21
255000,Nov-21
262500,Nov-21
375000,Nov-21
420000,Dec-21
455000,Dec-21
300000,Dec-21
300000,Dec-21
297500,Dec-21
393750,Dec-21
135000,Jan-21
180000,Jan-21
180000,Jan-21
120000,Jan-21
112500,Jan-21
180000,Jan-21
150000,Feb-21
160000,Feb-21
160000,Feb-21
100000,Feb-21
78750,Feb-21
150000,Feb-21
210000,Mar-21
187500,Mar-21
187500,Mar-21
125000,Mar-21
82500,Mar-21
175000,Mar-21
262500,Apr-21
178750,Apr-21
206250,Apr-21
137500,Apr-21
96250,Apr-21
245000,Apr-21
275000,May-21
220000,May-21
233750,May-21
162500,May-21
123750,May-21
280000,May-21
337500,Jun-21
288750,Jun-21
288750,Jun-21
200000,Jun-21
151250,Jun-21
402500,Jun-21
362500,Jul-21
316250,Jul-21
288750,Jul-21
212500,Jul-21
261250,Jul-21
332500,Jul-21
371250,Aug-21
375000,Aug-21
275000,Aug-21
247500,Aug-21
292500,Aug-21
297500,Aug-21
270000,Sep-21
300000,Sep-21
202500,Sep-21
180000,Sep-21
220000,Sep-21
270000,Sep-21
236250,Oct-21
262500,Oct-21
157500,Oct-21
146250,Oct-21
165000,Oct-21
245000,Oct-21
288750,Nov-21
345000,Nov-21
233750,Nov-21
220000,Nov-21
227500,Nov-21
332500,Nov-21
371250,Dec-21
405000,Dec-21
261250,Dec-21
261250,Dec-21
260000,Dec-21
350000,Dec-21
410000,Jan-21
330000,Jan-21
247500,Jan-21
236250,Jan-21
362500,Jan-21
330000,Jan-21
430000,Feb-21
290000,Feb-21
232500,Feb-21
218750,Feb-21
350000,Feb-21
280000,Feb-21
357000,Mar-21
245000,Mar-21
181250,Mar-21
172500,Mar-21
281250,Mar-21
253750,Mar-21
341250,Apr-21
236250,Apr-21
168750,Apr-21
180000,Apr-21
312500,Apr-21
310000,Apr-21
522500,May-21
375000,May-21
326250,May-21
303750,May-21
385000,May-21
480000,May-21
577500,Jun-21
400000,Jun-21
387500,Jun-21
375000,Jun-21
487500,Jun-21
647500,Jun-21
747500,Jul-21
540000,Jul-21
453750,Jul-21
426250,Jul-21
520000,Jul-21
682500,Jul-21
731250,Aug-21
540000,Aug-21
453750,Aug-21
348750,Aug-21
412500,Aug-21
555000,Aug-21
563750,Sep-21
412500,Sep-21
290000,Sep-21
280000,Sep-21
350000,Sep-21
440000,Sep-21
536250,Oct-21
360000,Oct-21
303750,Oct-21
292500,Oct-21
357500,Oct-21
465000,Oct-21
508750,Nov-21
337500,Nov-21
312750,Nov-21
412500,Nov-21
507500,Nov-21
618750,Nov-21
752500,Dec-21
525000,Dec-21
495000,Dec-21
465000,Dec-21
542500,Dec-21
656250,Dec-21
323750,Jan-21
253750,Jan-21
181250,Jan-21
172500,Jan-21
281250,Jan-21
253750,Jan-21
341250,Feb-21
218750,Feb-21
168750,Feb-21
157500,Feb-21
270000,Feb-21
210000,Feb-21
276000,Mar-21
180000,Mar-21
125000,Mar-21
118750,Mar-21
210000,Mar-21
187500,Mar-21
262500,Apr-21
172500,Apr-21
115000,Apr-21
125000,Apr-21
236250,Apr-21
236250,Apr-21
425250,May-21
292500,May-21
250000,May-21
230000,May-21
300000,May-21
385000,May-21
475000,Jun-21
315000,Jun-21
337500,Jun-21
325000,Jun-21
422500,Jun-21
577500,Jun-21
682500,Jul-21
480000,Jul-21
398750,Jul-21
371250,Jul-21
455000,Jul-21
612500,Jul-21
666250,Aug-21
480000,Aug-21
398750,Aug-21
303750,Aug-21
357500,Aug-21
495000,Aug-21
508750,Sep-21
362500,Sep-21
187500,Sep-21
180000,Sep-21
240000,Sep-21
315000,Sep-21
393750,Oct-21
245000,Oct-21
201250,Oct-21
192500,Oct-21
247500,Oct-21
337500,Oct-21
371250,Nov-21
227500,Nov-21
238000,Nov-21
390000,Nov-21
468750,Nov-21
543750,Nov-21
682500,Dec-21
465000,Dec-21
435000,Dec-21
405000,Dec-21
472500,Dec-21
581250,Dec-21
271250,Jan-21
201250,Jan-21
143750,Jan-21
127500,Jan-21
213750,Jan-21
201250,Jan-21
288750,Feb-21
166250,Feb-21
131250,Feb-21
112500,Feb-21
202500,Feb-21
165000,Feb-21
231000,Mar-21
135000,Mar-21
95000,Mar-21
81250,Mar-21
150000,Mar-21
142500,Mar-21
217500,Apr-21
127500,Apr-21
85000,Apr-21
87500,Apr-21
168750,Apr-21
183750,Apr-21
357750,May-21
225000,May-21
190000,May-21
170000,May-21
225000,May-21
302500,May-21
400000,Jun-21
247500,Jun-21
262500,Jun-21
250000,Jun-21
325000,Jun-21
472500,Jun-21
585000,Jul-21
390000,Jul-21
316250,Jul-21
288750,Jul-21
357500,Jul-21
507500,Jul-21
568750,Aug-21
390000,Aug-21
316250,Aug-21
236250,Aug-21
275000,Aug-21
405000,Aug-21
426250,Sep-21
287500,Sep-21
118750,Sep-21
112500,Sep-21
157500,Sep-21
220000,Sep-21
290000,Oct-21
165000,Oct-21
127500,Oct-21
120000,Oct-21
160000,Oct-21
210000,Oct-21
236250,Nov-21
125000,Nov-21
155750,Nov-21
325000,Nov-21
380000,Nov-21
460000,Nov-21
618750,Dec-21
406250,Dec-21
373750,Dec-21
341250,Dec-21
393750,Dec-21
500000,Dec-21
200000,Jan-21
120000,Jan-21
90000,Jan-21
52500,Jan-21
100000,Jan-21
120000,Jan-21
220000,Feb-21
80000,Feb-21
75000,Feb-21
43750,Feb-21
100000,Feb-21
120000,Feb-21
234000,Mar-21
101250,Mar-21
87500,Mar-21
40000,Mar-21
82500,Mar-21
112500,Mar-21
213750,Apr-21
78750,Apr-21
70000,Apr-21
45000,Apr-21
62500,Apr-21
100000,Apr-21
260000,May-21
101250,May-21
80000,May-21
50000,May-21
75000,May-21
151250,May-21
210000,Jun-21
96250,Jun-21
67500,Jun-21
60000,Jun-21
100000,Jun-21
206250,Jun-21
300000,Jul-21
157500,Jul-21
110000,Jul-21
90000,Jul-21
125000,Jul-21
233750,Jul-21
287500,Aug-21
157500,Aug-21
110000,Aug-21
100000,Aug-21
112500,Aug-21
220000,Aug-21
262500,Sep-21
146250,Sep-21
78750,Sep-21
70000,Sep-21
90000,Sep-21
137500,Sep-21
247500,Oct-21
123750,Oct-21
78750,Oct-21
67500,Oct-21
82500,Oct-21
151250,Oct-21
212500,Nov-21
110000,Nov-21
99000,Nov-21
110000,Nov-21
113750,Nov-21
192500,Nov-21
341250,Dec-21
178750,Dec-21
151250,Dec-21
112500,Dec-21
135000,Dec-21
211250,Dec-21
217500,Jan-21
157500,Jan-21
105000,Jan-21
93750,Jan-21
170000,Jan-21
157500,Jan-21
232500,Feb-21
127500,Feb-21
95000,Feb-21
81250,Feb-21
160000,Feb-21
125000,Feb-21
180000,Mar-21
100000,Mar-21
63750,Mar-21
55000,Mar-21
113750,Mar-21
106250,Mar-21
168750,Apr-21
93750,Apr-21
56250,Apr-21
60000,Apr-21
130000,Apr-21
142500,Apr-21
298000,May-21
180000,May-21
148750,May-21
131250,May-21
180000,May-21
250000,May-21
337500,Jun-21
200000,Jun-21
213750,Jun-21
202500,Jun-21
270000,Jun-21
406250,Jun-21
510000,Jul-21
330000,Jul-21
262500,Jul-21
237500,Jul-21
300000,Jul-21
438750,Jul-21
495000,Aug-21
330000,Aug-21
262500,Aug-21
190000,Aug-21
225000,Aug-21
343750,Aug-21
362500,Sep-21
236250,Sep-21
85000,Sep-21
80000,Sep-21
120000,Sep-21
175000,Sep-21
236250,Oct-21
125000,Oct-21
93750,Oct-21
87500,Oct-21
122500,Oct-21
166250,Oct-21
187500,Nov-21
90000,Nov-21
118500,Nov-21
270000,Nov-21
318750,Nov-21
393750,Nov-21
542500,Dec-21
345000,Dec-21
315000,Dec-21
285000,Dec-21
332500,Dec-21
431250,Dec-21
162500,Jan-21
112500,Jan-21
67500,Jan-21
60000,Jan-21
122500,Jan-21
112500,Jan-21
175000,Feb-21
87500,Feb-21
60000,Feb-21
50000,Feb-21
113750,Feb-21
85000,Feb-21
129000,Mar-21
65000,Mar-21
35000,Mar-21
40000,Mar-21
87500,Mar-21
87500,Mar-21
150000,Apr-21
75000,Apr-21
45000,Apr-21
45000,Apr-21
100000,Apr-21
120000,Apr-21
268000,May-21
150000,May-21
122500,May-21
105000,May-21
146250,May-21
191250,May-21
270000,Jun-21
148750,Jun-21
160000,Jun-21
150000,Jun-21
206250,Jun-21
330000,Jun-21
426250,Jul-21
262500,Jul-21
202500,Jul-21
180000,Jul-21
255000,Jul-21
390000,Jul-21
450000,Aug-21
288750,Aug-21
225000,Aug-21
160000,Aug-21
187500,Aug-21
302500,Aug-21
325000,Sep-21
180000,Sep-21
52500,Sep-21
48750,Sep-21
81250,Sep-21
127500,Sep-21
180000,Oct-21
85000,Oct-21
60000,Oct-21
55000,Oct-21
82500,Oct-21
120000,Oct-21
137500,Nov-21
56250,Nov-21
80000,Nov-21
206250,Nov-21
262500,Nov-21
337500,Nov-21
490000,Dec-21
300000,Dec-21
270000,Dec-21
240000,Dec-21
280000,Dec-21
375000,Dec-21
143750,Jan-21
93750,Jan-21
56250,Jan-21
45000,Jan-21
96250,Jan-21
93750,Jan-21
156250,Feb-21
68750,Feb-21
48750,Feb-21
35000,Feb-21
87500,Feb-21
70000,Feb-21
114000,Mar-21
50000,Mar-21
27500,Mar-21
25000,Mar-21
61250,Mar-21
68750,Mar-21
131250,Apr-21
56250,Apr-21
33750,Apr-21
30000,Apr-21
70000,Apr-21
97500,Apr-21
238000,May-21
120000,May-21
96250,May-21
78750,May-21
112500,May-21
157500,May-21
240000,Jun-21
122500,Jun-21
130000,Jun-21
120000,Jun-21
165000,Jun-21
285000,Jun-21
385000,Jul-21
225000,Jul-21
168750,Jul-21
146250,Jul-21
210000,Jul-21
341250,Jul-21
405000,Aug-21
247500,Aug-21
187500,Aug-21
130000,Aug-21
150000,Aug-21
261250,Aug-21
287500,Sep-21
150000,Sep-21
41250,Sep-21
37500,Sep-21
62500,Sep-21
105000,Sep-21
157500,Oct-21
70000,Oct-21
45000,Oct-21
40000,Oct-21
60000,Oct-21
97500,Oct-21
118750,Nov-21
45000,Nov-21
61250,Nov-21
165000,Nov-21
206250,Nov-21
281250,Nov-21
437500,Dec-21
255000,Dec-21
225000,Dec-21
195000,Dec-21
227500,Dec-21
318750,Dec-21
137500,Jan-21
87500,Jan-21
52500,Jan-21
40000,Jan-21
87500,Jan-21
87500,Jan-21
150000,Feb-21
62500,Feb-21
45000,Feb-21
30000,Feb-21
78750,Feb-21
65000,Feb-21
109000,Mar-21
45000,Mar-21
25000,Mar-21
20000,Mar-21
52500,Mar-21
62500,Mar-21
125000,Apr-21
50000,Apr-21
30000,Apr-21
25000,Apr-21
60000,Apr-21
90000,Apr-21
228000,May-21
110000,May-21
87500,May-21
70000,May-21
101250,May-21
146250,May-21
230000,Jun-21
113750,Jun-21
120000,Jun-21
110000,Jun-21
151250,Jun-21
270000,Jun-21
371250,Jul-21
212500,Jul-21
157500,Jul-21
135000,Jul-21
195000,Jul-21
325000,Jul-21
390000,Aug-21
233750,Aug-21
175000,Aug-21
120000,Aug-21
137500,Aug-21
247500,Aug-21
275000,Sep-21
140000,Sep-21
37500,Sep-21
33750,Sep-21
56250,Sep-21
97500,Sep-21
150000,Oct-21
65000,Oct-21
40000,Oct-21
35000,Oct-21
52500,Oct-21
90000,Oct-21
112500,Nov-21
41250,Nov-21
55000,Nov-21
151250,Nov-21
187500,Nov-21
262500,Nov-21
420000,Dec-21
240000,Dec-21
210000,Dec-21
180000,Dec-21
210000,Dec-21
300000,Dec-21
190000,Jan-21
110000,Jan-21
82500,Jan-21
43750,Jan-21
87500,Jan-21
110000,Jan-21
210000,Feb-21
70000,Feb-21
67500,Feb-21
35000,Feb-21
87500,Feb-21
96250,Feb-21
198000,Mar-21
80000,Mar-21
67500,Mar-21
26250,Mar-21
62500,Mar-21
90000,Mar-21
180000,Apr-21
60000,Apr-21
45000,Apr-21
26250,Apr-21
60000,Apr-21
112500,Apr-21
297000,May-21
100000,May-21
78750,May-21
45000,May-21
68750,May-21
150000,May-21
225000,Jun-21
100000,Jun-21
70000,Jun-21
61250,Jun-21
78750,Jun-21
178750,Jun-21
275000,Jul-21
135000,Jul-21
90000,Jul-21
70000,Jul-21
100000,Jul-21
206250,Jul-21
262500,Aug-21
135000,Aug-21
90000,Aug-21
80000,Aug-21
87500,Aug-21
192500,Aug-21
213750,Sep-21
110000,Sep-21
61250,Sep-21
52500,Sep-21
67500,Sep-21
112500,Sep-21
220000,Oct-21
112500,Oct-21
67500,Oct-21
56250,Oct-21
68750,Oct-21
150000,Oct-21
220000,Nov-21
112500,Nov-21
87750,Nov-21
78750,Nov-21
90000,Nov-21
162500,Nov-21
300000,Dec-21
150000,Dec-21
125000,Dec-21
100000,Dec-21
120000,Dec-21
195000,Dec-21
166250,Jan-21
96250,Jan-21
68750,Jan-21
37500,Jan-21
78750,Jan-21
96250,Jan-21
183750,Feb-21
61250,Feb-21
56250,Feb-21
30000,Feb-21
78750,Feb-21
68750,Feb-21
148500,Mar-21
60000,Mar-21
45000,Mar-21
18750,Mar-21
50000,Mar-21
67500,Mar-21
135000,Apr-21
45000,Apr-21
30000,Apr-21
18750,Apr-21
60000,Apr-21
112500,Apr-21
297000,May-21
90000,May-21
70000,May-21
40000,May-21
62500,May-21
137500,May-21
200000,Jun-21
87500,Jun-21
60000,Jun-21
52500,Jun-21
70000,Jun-21
178750,Jun-21
275000,Jul-21
135000,Jul-21
90000,Jul-21
70000,Jul-21
100000,Jul-21
206250,Jul-21
262500,Aug-21
135000,Aug-21
90000,Aug-21
80000,Aug-21
87500,Aug-21
192500,Aug-21
190000,Sep-21
96250,Sep-21
52500,Sep-21
45000,Sep-21
60000,Sep-21
101250,Sep-21
200000,Oct-21
100000,Oct-21
60000,Oct-21
50000,Oct-21
62500,Oct-21
137500,Oct-21
200000,Nov-21
100000,Nov-21
78000,Nov-21
70000,Nov-21
90000,Nov-21
162500,Nov-21
300000,Dec-21
150000,Dec-21
125000,Dec-21
100000,Dec-21
120000,Dec-21
195000,Dec-21
135000,Jan-21
75000,Jan-21
50000,Jan-21
25000,Jan-21
60000,Jan-21
75000,Jan-21
150000,Feb-21
45000,Feb-21
40000,Feb-21
18750,Feb-21
60000,Feb-21
37500,Feb-21
94000,Mar-21
35000,Mar-21
22500,Mar-21
15000,Mar-21
45000,Mar-21
50000,Mar-21
95000,Apr-21
35000,Apr-21
17500,Apr-21
15000,Apr-21
75000,Apr-21
125000,Apr-21
312000,May-21
90000,May-21
70000,May-21
43750,May-21
67500,May-21
137500,May-21
183750,Jun-21
82500,Jun-21
50000,Jun-21
43750,Jun-21
61250,Jun-21
178750,Jun-21
275000,Jul-21
135000,Jul-21
90000,Jul-21
70000,Jul-21
100000,Jul-21
206250,Jul-21
262500,Aug-21
135000,Aug-21
90000,Aug-21
80000,Aug-21
87500,Aug-21
192500,Aug-21
166250,Sep-21
82500,Sep-21
43750,Sep-21
37500,Sep-21
52500,Sep-21
90000,Sep-21
180000,Oct-21
87500,Oct-21
52500,Oct-21
43750,Oct-21
56250,Oct-21
125000,Oct-21
180000,Nov-21
96250,Nov-21
77000,Nov-21
70000,Nov-21
105000,Nov-21
178750,Nov-21
315000,Dec-21
162500,Dec-21
137500,Dec-21
112500,Dec-21
135000,Dec-21
211250,Dec-21
135000,Jan-21
75000,Jan-21
50000,Jan-21
25000,Jan-21
60000,Jan-21
75000,Jan-21
150000,Feb-21
45000,Feb-21
40000,Feb-21
18750,Feb-21
60000,Feb-21
37500,Feb-21
94000,Mar-21
35000,Mar-21
22500,Mar-21
11250,Mar-21
37500,Mar-21
45000,Mar-21
90000,Apr-21
30000,Apr-21
15000,Apr-21
11250,Apr-21
60000,Apr-21
112500,Apr-21
297000,May-21
80000,May-21
61250,May-21
52500,May-21
78750,May-21
150000,May-21
192500,Jun-21
90000,Jun-21
50000,Jun-21
43750,Jun-21
61250,Jun-21
178750,Jun-21
275000,Jul-21
135000,Jul-21
90000,Jul-21
70000,Jul-21
100000,Jul-21
206250,Jul-21
262500,Aug-21
135000,Aug-21
90000,Aug-21
80000,Aug-21
87500,Aug-21
192500,Aug-21
166250,Sep-21
75000,Sep-21
37500,Sep-21
31250,Sep-21
43750,Sep-21
80000,Sep-21
168750,Oct-21
78750,Oct-21
43750,Oct-21
43750,Oct-21
56250,Oct-21
125000,Oct-21
180000,Nov-21
105000,Nov-21
85750,Nov-21
78750,Nov-21
120000,Nov-21
195000,Nov-21
330000,Dec-21
175000,Dec-21
150000,Dec-21
125000,Dec-21
150000,Dec-21
227500,Dec-21
175000,Jan-21
105000,Jan-21
75000,Jan-21
45000,Jan-21
90000,Jan-21
105000,Jan-21
192500,Feb-21
70000,Feb-21
62500,Feb-21
