Region,Operating Profit,Year
Southeast,35000,2021
Southeast,16000,2021
Southeast,28875,2021
Southeast,45000,2021
Southeast,85500,2021
Southeast,27562.5,2021
Southeast,28000,2021
Southeast,18000,2021
Southeast,21875,2021
Southeast,40000,2021
Southeast,104000,2021
Southeast,35437.5,2021
Southeast,32000,2021
Southeast,20000,2021
Southeast,26250,2021
Southeast,60500,2021
Southeast,84000,2021
Southeast,33687.5,2021
Southeast,27000,2021
Southeast,24000,2021
Southeast,35000,2021
Southeast,82500,2021
Southeast,120000,2021
Southeast,55125,2021
Southeast,44000,2021
Southeast,36000,2021
Southeast,43750,2021
Southeast,93500,2021
Southeast,115000,2021
Southeast,55125,2021
Southeast,44000,2021
Southeast,40000,2021
Southeast,39375,2021
Southeast,88000,2021
Southeast,105000,2021
Southeast,51187.5,2021
Southeast,31500,2021
Southeast,28000,2021
Southeast,31500,2021
Southeast,55000,2021
Southeast,99000,2021
Southeast,43312.5,2021
Southeast,31500,2021
Southeast,27000,2021
Southeast,28875,2021
Southeast,60500,2021
Southeast,85000,2021
Southeast,38500,2021
Southeast,39600,2021
Southeast,44000,2021
Southeast,39812.5,2021
Southeast,77000,2021
Southeast,136500,2021
Southeast,62562.5,2021
Southeast,60500,2021
Southeast,45000,2021
Southeast,47250,2021
Southeast,84500,2021
Southeast,87000,2021
Southeast,55125,2021
Southeast,42000,2021
Southeast,37500,2021
Southeast,59500,2021
Southeast,78750,2021
Southeast,93000,2021
Southeast,44625,2021
Southeast,38000,2021
South,32500,2021
South,56000,2021
South,62500,2021
South,72000,2021
South,35000,2021
South,25500,2021
South,22000,2021
South,39812.5,2021
South,53125,2021
South,67500,2021
South,32812.5,2021
South,22500,2021
South,24000,2021
South,45500,2021
South,71250,2021
South,119200,2021
South,63000,2021
South,59500,2021
South,52500,2021
South,63000,2021
South,125000,2021
South,135000,2021
South,70000,2021
South,85500,2021
South,81000,2021
South,94500,2021
South,203125,2021
South,204000,2021
South,115500,2021
South,105000,2021
South,95000,2021
South,105000,2021
South,219375,2021
South,198000,2021
South,115500,2021
South,105000,2021
South,76000,2021
South,78750,2021
South,171875,2021
South,145000,2021
South,82687.5,2021
South,34000,2021
South,32000,2021
South,42000,2021
South,87500,2021
South,94500,2021
South,43750,2021
South,37500,2021
South,35000,2021
South,42875,2021
South,83125,2021
South,75000,2021
South,31500,2021
South,47400,2021
South,108000,2021
South,111562.5,2021
South,196875,2021
South,217000,2021
South,120750,2021
South,126000,2021
South,114000,2021
South,116375,2021
South,215625,2021
South,65000,2021
South,39375,2021
South,27000,2021
South,24000,2021
South,42875,2021
South,45000,2021
South,70000,2021
South,30625,2021
South,24000,2021
South,20000,2021
South,39812.5,2021
South,34000,2021
South,51600,2021
South,22750,2021
South,14000,2021
South,16000,2021
South,30625,2021
South,35000,2021
South,60000,2021
South,26250,2021
South,18000,2021
South,18000,2021
South,35000,2021
South,48000,2021
South,107200,2021
South,52500,2021
South,49000,2021
South,42000,2021
South,51187.5,2021
South,76500,2021
South,108000,2021
South,52062.5,2021
South,64000,2021
South,60000,2021
South,72187.5,2021
South,132000,2021
South,170500,2021
South,91875,2021
South,81000,2021
South,72000,2021
South,89250,2021
South,156000,2021
South,180000,2021
South,101062.5,2021
South,90000,2021
South,64000,2021
South,65625,2021
South,121000,2021
South,130000,2021
South,63000,2021
South,21000,2021
South,19500,2021
South,28437.5,2021
South,51000,2021
South,72000,2021
South,29750,2021
South,24000,2021
South,22000,2021
South,28875,2021
South,48000,2021
South,55000,2021
South,19687.5,2021
South,32000,2021
South,82500,2021
South,91875,2021
South,135000,2021
South,196000,2021
South,105000,2021
South,108000,2021
South,96000,2021
South,98000,2021
South,150000,2021
South,57500,2021
South,32812.5,2021
South,22500,2021
South,18000,2021
South,33687.5,2021
South,37500,2021
South,62500,2021
South,24062.5,2021
South,19500,2021
South,14000,2021
South,30625,2021
South,28000,2021
South,45600,2021
South,17500,2021
South,11000,2021
South,10000,2021
South,21437.5,2021
South,27500,2021
South,52500,2021
South,19687.5,2021
South,13500,2021
South,12000,2021
South,24500,2021
South,39000,2021
South,95200,2021
South,42000,2021
South,38500,2021
South,31500,2021
South,39375,2021
South,63000,2021
South,96000,2021
South,42875,2021
South,52000,2021
South,48000,2021
South,57750,2021
South,114000,2021
South,154000,2021
South,78750,2021
South,67500,2021
South,58500,2021
South,73500,2021
South,136500,2021
South,162000,2021
South,86625,2021
South,75000,2021
South,52000,2021
South,52500,2021
South,104500,2021
South,115000,2021
South,52500,2021
South,16500,2021
South,15000,2021
South,21875,2021
South,42000,2021
South,63000,2021
South,24500,2021
South,18000,2021
South,16000,2021
South,21000,2021
South,39000,2021
South,47500,2021
South,15750,2021
South,24500,2021
South,66000,2021
South,72187.5,2021
South,112500,2021
South,175000,2021
South,89250,2021
South,90000,2021
South,78000,2021
South,79625,2021
South,127500,2021
South,48125,2021
South,30625,2021
South,18375,2021
South,14000,2021
South,30625,2021
South,30625,2021
South,52500,2021
South,21875,2021
South,15750,2021
Midwest,10500,2021
Midwest,27562.5,2021
Midwest,22750,2021
Midwest,38150,2021
Midwest,15750,2021
Midwest,8750,2021
Midwest,7000,2021
Midwest,18375,2021
Midwest,21875,2021
Midwest,43750,2021
Midwest,17500,2021
Midwest,10500,2021
Midwest,8750,2021
Midwest,21000,2021
Midwest,31500,2021
Midwest,79800,2021
Midwest,38500,2021
Midwest,30625,2021
Midwest,24500,2021
Midwest,35437.5,2021
Midwest,51187.5,2021
Midwest,80500,2021
Midwest,39812.5,2021
Midwest,42000,2021
Midwest,38500,2021
Midwest,52937.5,2021
Midwest,94500,2021
Midwest,129937.5,2021
Midwest,74375,2021
Midwest,55125,2021
Midwest,47250,2021
Midwest,68250,2021
Midwest,113750,2021
Midwest,136500,2021
Midwest,81812.5,2021
Midwest,61250,2021
Midwest,42000,2021
Midwest,48125,2021
Midwest,86625,2021
Midwest,96250,2021
Midwest,49000,2021
Midwest,13125,2021
Midwest,11812.5,2021
Midwest,19687.5,2021
Midwest,34125,2021
Midwest,52500,2021
Midwest,22750,2021
Midwest,14000,2021
Midwest,12250,2021
Midwest,18375,2021
Midwest,31500,2021
Midwest,39375,2021
Midwest,14437.5,2021
Midwest,19250,2021
Midwest,52937.5,2021
Midwest,65625,2021
Midwest,91875,2021
Midwest,147000,2021
Midwest,84000,2021
Midwest,73500,2021
Midwest,63000,2021
Midwest,73500,2021
Midwest,105000,2021
Midwest,66500,2021
Midwest,33000,2021
Midwest,24750,2021
Midwest,13125,2021
Midwest,30625,2021
Midwest,44000,2021
Midwest,73500,2021
Midwest,21000,2021
Midwest,20250,2021
Midwest,10500,2021
Midwest,30625,2021
Midwest,38500,2021
Midwest,69300,2021
Midwest,24000,2021
Midwest,20250,2021
Midwest,7875,2021
Midwest,21875,2021
Midwest,36000,2021
Midwest,63000,2021
Midwest,18000,2021
Midwest,13500,2021
Midwest,7875,2021
Midwest,21000,2021
Midwest,45000,2021
Midwest,103950,2021
Midwest,30000,2021
Midwest,23625,2021
Midwest,13500,2021
Midwest,24062.5,2021
Midwest,60000,2021
Midwest,78750,2021
Midwest,30000,2021
Midwest,21000,2021
Midwest,18375,2021
Midwest,27562.5,2021
Midwest,71500,2021
Midwest,96250,2021
Midwest,40500,2021
Midwest,27000,2021
Midwest,21000,2021
Midwest,35000,2021
Midwest,82500,2021
Midwest,91875,2021
Midwest,40500,2021
Midwest,27000,2021
Midwest,24000,2021
Midwest,30625,2021
Midwest,77000,2021
Midwest,74812.5,2021
Midwest,33000,2021
Midwest,18375,2021
Midwest,15750,2021
Midwest,23625,2021
Midwest,45000,2021
Midwest,77000,2021
Midwest,33750,2021
Midwest,20250,2021
Midwest,16875,2021
Midwest,24062.5,2021
Midwest,60000,2021
Midwest,77000,2021
Midwest,33750,2021
Midwest,26325,2021
Midwest,23625,2021
Midwest,31500,2021
Midwest,65000,2021
Midwest,105000,2021
Midwest,45000,2021
Midwest,37500,2021
Midwest,30000,2021
Midwest,42000,2021
Midwest,78000,2021
Midwest,58187.5,2021
Midwest,28875,2021
Midwest,20625,2021
Midwest,11250,2021
Midwest,27562.5,2021
Midwest,38500,2021
Midwest,64312.5,2021
Midwest,18375,2021
Midwest,16875,2021
Midwest,9000,2021
Midwest,27562.5,2021
Midwest,27500,2021
Midwest,51975,2021
Midwest,18000,2021
Midwest,13500,2021
Midwest,5625,2021
Midwest,17500,2021
Midwest,27000,2021
Midwest,47250,2021
Midwest,13500,2021
Midwest,9000,2021
Midwest,5625,2021
Midwest,21000,2021
Midwest,45000,2021
Midwest,103950,2021
Midwest,27000,2021
Midwest,21000,2021
Midwest,12000,2021
Midwest,21875,2021
Midwest,55000,2021
Midwest,70000,2021
Midwest,26250,2021
Midwest,18000,2021
Midwest,15750,2021
Midwest,24500,2021
Midwest,71500,2021
Midwest,96250,2021
Midwest,40500,2021
Midwest,27000,2021
Midwest,21000,2021
Midwest,35000,2021
Midwest,82500,2021
Midwest,91875,2021
Midwest,40500,2021
Midwest,27000,2021
Midwest,24000,2021
Midwest,30625,2021
Midwest,77000,2021
Midwest,66500,2021
Midwest,28875,2021
Midwest,15750,2021
Midwest,13500,2021
Midwest,21000,2021
Midwest,40500,2021
Midwest,70000,2021
Midwest,30000,2021
Midwest,18000,2021
Midwest,15000,2021
Midwest,21875,2021
Midwest,55000,2021
Midwest,70000,2021
Midwest,30000,2021
Midwest,23400,2021
Midwest,21000,2021
Midwest,31500,2021
Midwest,65000,2021
Midwest,105000,2021
Midwest,45000,2021
Midwest,37500,2021
Midwest,30000,2021
Midwest,42000,2021
Midwest,78000,2021
Midwest,40500,2021
Midwest,26250,2021
Midwest,15000,2021
Midwest,7500,2021
Midwest,30000,2021
Midwest,30000,2021
Midwest,45000,2021
Midwest,15750,2021
Midwest,12000,2021
Midwest,5625,2021
Midwest,30000,2021
Midwest,15000,2021
Midwest,28200,2021
Midwest,12250,2021
Midwest,6750,2021
Midwest,4500,2021
Midwest,22500,2021
Midwest,20000,2021
Midwest,28500,2021
Midwest,12250,2021
Midwest,5250,2021
Midwest,4500,2021
Midwest,37500,2021
Midwest,50000,2021
Midwest,93600,2021
Midwest,31500,2021
Midwest,21000,2021
Midwest,13125,2021
Midwest,33750,2021
Midwest,55000,2021
Midwest,55125,2021
Midwest,28875,2021
Midwest,15000,2021
Midwest,13125,2021
Midwest,30625,2021
Midwest,71500,2021
Midwest,82500,2021
Midwest,47250,2021
Midwest,27000,2021
Midwest,21000,2021
Midwest,50000,2021
Midwest,82500,2021
Midwest,78750,2021
Midwest,47250,2021
Midwest,27000,2021
Midwest,24000,2021
Midwest,43750,2021
Midwest,77000,2021
Midwest,49875,2021
Midwest,28875,2021
Midwest,13125,2021
Midwest,11250,2021
Midwest,26250,2021
Midwest,36000,2021
Midwest,54000,2021
Midwest,30625,2021
Midwest,15750,2021
Midwest,13125,2021
Midwest,28125,2021
Midwest,50000,2021
Midwest,54000,2021
Midwest,33687.5,2021
Midwest,23100,2021
Midwest,21000,2021
Midwest,52500,2021
Midwest,71500,2021
Midwest,94500,2021
Midwest,56875,2021
Midwest,41250,2021
Midwest,33750,2021
Midwest,67500,2021
Midwest,84500,2021
Midwest,40500,2021
Midwest,26250,2021
Midwest,15000,2021
Midwest,7500,2021
Midwest,30000,2021
Midwest,30000,2021
Midwest,45000,2021
Midwest,15750,2021
Midwest,12000,2021
Midwest,5625,2021
Midwest,30000,2021
Midwest,15000,2021
Midwest,28200,2021
Midwest,12250,2021
Midwest,6750,2021
Midwest,3375,2021
Midwest,18750,2021
Midwest,18000,2021
Midwest,27000,2021
Midwest,10500,2021
Midwest,4500,2021
Midwest,3375,2021
Midwest,30000,2021
Midwest,45000,2021
Midwest,89100,2021
Midwest,28000,2021
Midwest,18375,2021
Midwest,15750,2021
Midwest,39375,2021
Midwest,60000,2021
Midwest,57750,2021
Midwest,31500,2021
Midwest,15000,2021
Midwest,13125,2021
Midwest,30625,2021
Midwest,71500,2021
Midwest,82500,2021
Midwest,47250,2021
Midwest,27000,2021
Midwest,21000,2021
Midwest,50000,2021
Midwest,82500,2021
Midwest,78750,2021
Midwest,47250,2021
Midwest,27000,2021
Midwest,24000,2021
Midwest,43750,2021
Midwest,77000,2021
Midwest,49875,2021
Midwest,26250,2021
Midwest,11250,2021
Midwest,9375,2021
Midwest,21875,2021
Midwest,32000,2021
Midwest,50625,2021
Midwest,27562.5,2021
Midwest,13125,2021
Midwest,13125,2021
Midwest,28125,2021
Midwest,50000,2021
Midwest,54000,2021
Midwest,36750,2021
Midwest,25725,2021
Midwest,23625,2021
Midwest,60000,2021
Midwest,78000,2021
Midwest,99000,2021
Midwest,61250,2021
Midwest,45000,2021
Midwest,37500,2021
Midwest,75000,2021
Midwest,91000,2021
Midwest,70000,2021
Midwest,42000,2021
Midwest,26250,2021
Midwest,15750,2021
Midwest,27000,2021
Midwest,42000,2021
Midwest,77000,2021
Midwest,28000,2021
Midwest,21875,2021
Midwest,13125,2021
Midwest,27000,2021
Midwest,24000,2021
Midwest,52000,2021
Midwest,22500,2021
Midwest,14437.5,2021
Midwest,8750,2021
Midwest,18375,2021
Midwest,27500,2021
Midwest,50000,2021
Midwest,20000,2021
Midwest,10500,2021
Midwest,8750,2021
Midwest,29250,2021
Midwest,55000,2021
Midwest,130800,2021
Midwest,40000,2021
Midwest,27562.5,2021
Midwest,21437.5,2021
Midwest,27000,2021
Midwest,71500,2021
Midwest,92000,2021
Midwest,45500,2021
Midwest,21000,2021
Midwest,18375,2021
Midwest,21000,2021
Midwest,78000,2021
Midwest,121000,2021
Midwest,60000,2021
Midwest,35437.5,2021
Midwest,27562.5,2021
Midwest,33000,2021
Midwest,90000,2021
Midwest,105000,2021
Midwest,54000,2021
Midwest,31500,2021
Midwest,28000,2021
Midwest,26250,2021
Midwest,77000,2021
Midwest,66500,2021
Midwest,33000,2021
Midwest,15312.5,2021
Midwest,13125,2021
Midwest,15750,2021
Midwest,36000,2021
Midwest,72000,2021
Midwest,35000,2021
Midwest,18375,2021
Midwest,18375,2021
Midwest,20250,2021
Midwest,55000,2021
Midwest,76500,2021
Midwest,45500,2021
Midwest,33075,2021
Midwest,33687.5,2021
Midwest,45000,2021
Midwest,91000,2021
Midwest,144000,2021
Midwest,80000,2021
Midwest,61250,2021
Midwest,52500,2021
Midwest,54000,2021
Midwest,104000,2021
Midwest,70000,2021
Midwest,42000,2021
Midwest,30000,2021
Midwest,18000,2021
Midwest,36000,2021
Midwest,42000,2021
Midwest,77000,2021
Midwest,32000,2021
Midwest,36000,2021
Northeast,24500,2021
Northeast,50000,2021
Northeast,35000,2021
Northeast,68400,2021
Northeast,33000,2021
Northeast,26000,2021
Northeast,17500,2021
Northeast,36000,2021
Northeast,39000,2021
Northeast,66000,2021
Northeast,30000,2021
Northeast,20000,2021
Northeast,17500,2021
Northeast,52000,2021
Northeast,65000,2021
Northeast,142800,2021
Northeast,48000,2021
Northeast,38500,2021
Northeast,28000,2021
Northeast,40500,2021
Northeast,77000,2021
Northeast,108000,2021
Northeast,68000,2021
Northeast,42000,2021
Northeast,38500,2021
Northeast,49500,2021
Northeast,110500,2021
Northeast,156000,2021
Northeast,88000,2021
Northeast,65000,2021
Northeast,55000,2021
Northeast,72000,2021
Northeast,123500,2021
Northeast,105000,2021
Northeast,54000,2021
Northeast,48000,2021
Northeast,44000,2021
Northeast,50000,2021
Northeast,93500,2021
Northeast,77000,2021
Northeast,42000,2021
Northeast,25000,2021
Northeast,22500,2021
Northeast,31500,2021
Northeast,48000,2021
Northeast,76500,2021
Northeast,38500,2021
Northeast,24500,2021
Northeast,24500,2021
Northeast,31500,2021
Northeast,60000,2021
Northeast,81000,2021
Northeast,49000,2021
Northeast,41300,2021
Northeast,52000,2021
Northeast,78000,2021
Northeast,112000,2021
Northeast,169000,2021
Northeast,99000,2021
Northeast,88000,2021
Northeast,77000,2021
Northeast,91000,2021
Northeast,126000,2021
Northeast,59500,2021
Northeast,27562.5,2021
Northeast,19687.5,2021
Northeast,7875,2021
Northeast,16875,2021
Northeast,23625,2021
Northeast,66500,2021
Northeast,15312.5,2021
Northeast,15312.5,2021
Northeast,5250,2021
Northeast,16875,2021
Northeast,23625,2021
Northeast,62300,2021
Northeast,18375,2021
Northeast,15312.5,2021
Northeast,2625,2021
Northeast,10125,2021
Northeast,18375,2021
Northeast,59500,2021
Northeast,15312.5,2021
Northeast,10937.5,2021
Northeast,5250,2021
Northeast,6750,2021
Northeast,21000,2021
Northeast,94000,2021
Northeast,27562.5,2021
Northeast,21000,2021
Northeast,14000,2021
Northeast,18750,2021
Northeast,41250,2021
Northeast,100000,2021
Northeast,39375,2021
Northeast,24500,2021
Northeast,21000,2021
Northeast,22500,2021
Northeast,49500,2021
Northeast,105000,2021
Northeast,43312.5,2021
Northeast,28000,2021
Northeast,21000,2021
Northeast,26250,2021
Northeast,57750,2021
Northeast,100000,2021
Northeast,43312.5,2021
Northeast,28000,2021
Northeast,21000,2021
Northeast,18750,2021
Northeast,49500,2021
Northeast,85000,2021
Northeast,35437.5,2021
Northeast,17500,2021
Northeast,14000,2021
Northeast,15000,2021
Northeast,33000,2021
Northeast,82500,2021
Northeast,35000,2021
Northeast,17500,2021
Northeast,13125,2021
Northeast,13500,2021
Northeast,39000,2021
Northeast,84000,2021
Northeast,30625,2021
Northeast,29750,2021
Northeast,26250,2021
Northeast,22500,2021
Northeast,43875,2021
Northeast,108000,2021
Northeast,43750,2021
Northeast,39375,2021
Northeast,30625,2021
Northeast,31500,2021
Northeast,53625,2021
Northeast,73500,2021
Northeast,45500,2021
Northeast,39000,2021
Northeast,24500,2021
Northeast,33750,2021
Northeast,52000,2021
Northeast,80500,2021
Northeast,31500,2021
Northeast,33000,2021
Northeast,21000,2021
Northeast,33750,2021
Northeast,52000,2021
Northeast,76300,2021
Northeast,35000,2021
Northeast,33000,2021
Northeast,17500,2021
Northeast,26250,2021
Northeast,44000,2021
Northeast,73500,2021
Northeast,31500,2021
Northeast,27000,2021
Northeast,21000,2021
Northeast,22500,2021
Northeast,48000,2021
Northeast,109725,2021
Northeast,48125,2021
Northeast,54000,2021
Northeast,45000,2021
Northeast,45375,2021
Northeast,96000,2021
Northeast,125125,2021
Northeast,70000,2021
Northeast,58500,2021
Northeast,54000,2021
Northeast,49500,2021
Northeast,108000,2021
Northeast,129937.5,2021
Northeast,74375,2021
Northeast,63000,2021
Northeast,54000,2021
Northeast,53625,2021
Northeast,120000,2021
Northeast,125125,2021
Northeast,74375,2021
Northeast,63000,2021
Northeast,45000,2021
Northeast,37125,2021
Northeast,96000,2021
Northeast,101062.5,2021
Northeast,56875,2021
Northeast,40500,2021
Northeast,36000,2021
Northeast,33000,2021
Northeast,72000,2021
Northeast,99750,2021
Northeast,57750,2021
Northeast,44000,2021
Northeast,38500,2021
Northeast,34125,2021
Northeast,84000,2021
Northeast,102375,2021
Northeast,62562.5,2021
Northeast,70400,2021
Northeast,66000,2021
Northeast,53625,2021
Northeast,105000,2021
Northeast,136500,2021
Northeast,77000,2021
Northeast,82500,2021
Northeast,71500,2021
Northeast,63375,2021
Northeast,119000,2021
Northeast,58187.5,2021
Northeast,33687.5,2021
Northeast,27500,2021
Northeast,15000,2021
Northeast,23625,2021
Northeast,38500,2021
Northeast,64312.5,2021
Northeast,21437.5,2021
Northeast,22500,2021
Northeast,12000,2021
Northeast,23625,2021
Northeast,38500,2021
Northeast,60637.5,2021
Northeast,24500,2021
Northeast,22500,2021
Northeast,9000,2021
Northeast,16875,2021
Northeast,31500,2021
Northeast,58187.5,2021
Northeast,21437.5,2021
Northeast,17500,2021
Northeast,12000,2021
Northeast,13500,2021
Northeast,35000,2021
Northeast,91000,2021
Northeast,35437.5,2021
Northeast,40000,2021
Northeast,32000,2021
Northeast,33750,2021
Northeast,77000,2021
Northeast,105000,2021
Northeast,55125,2021
Northeast,44000,2021
Northeast,40000,2021
Northeast,37500,2021
Northeast,88000,2021
Northeast,109375,2021
Northeast,59062.5,2021
Northeast,48000,2021
Northeast,40000,2021
Northeast,41250,2021
Northeast,99000,2021
Northeast,105000,2021
Northeast,59062.5,2021
Northeast,48000,2021
Northeast,32000,2021
Northeast,26250,2021
Northeast,77000,2021
Northeast,83125,2021
Northeast,43312.5,2021
Northeast,28000,2021
Northeast,24000,2021
Northeast,22500,2021
Northeast,55000,2021
Northeast,81812.5,2021
Northeast,43750,2021
Northeast,30000,2021
Northeast,25000,2021
Northeast,22500,2021
Northeast,65000,2021
Northeast,84000,2021
Northeast,48125,2021
Northeast,54000,2021
Northeast,50000,2021
Northeast,40500,2021
Northeast,84500,2021
Northeast,115500,2021
Northeast,61250,2021
Northeast,65000,2021
Northeast,55000,2021
Northeast,49500,2021
Northeast,97500,2021
Northeast,80000,2021
Northeast,48000,2021
Northeast,27000,2021
Northeast,15750,2021
Northeast,30000,2021
Northeast,42000,2021
Northeast,88000,2021
Northeast,32000,2021
Northeast,22500,2021
Northeast,13125,2021
Northeast,30000,2021
Northeast,42000,2021
Northeast,83200,2021
Northeast,36000,2021
Northeast,22500,2021
Northeast,10500,2021
Northeast,22500,2021
Northeast,35000,2021
Northeast,80000,2021
Northeast,32000,2021
Northeast,18000,2021
Northeast,13125,2021
Northeast,18750,2021
Northeast,38500,2021
Northeast,119900,2021
Northeast,50000,2021
Northeast,37125,2021
Northeast,30375,2021
Northeast,41250,2021
Northeast,78750,2021
Northeast,137500,2021
Northeast,75000,2021
Northeast,40500,2021
Northeast,37125,2021
Northeast,45375,2021
Northeast,89250,2021
Northeast,143000,2021
Northeast,80000,2021
Northeast,43875,2021
Northeast,37125,2021
Northeast,49500,2021
Northeast,99750,2021
Northeast,137500,2021
Northeast,80000,2021
Northeast,43875,2021
Northeast,30375,2021
Northeast,33000,2021
Northeast,78750,2021
Northeast,110000,2021
Northeast,60000,2021
Northeast,27000,2021
Northeast,23625,2021
Northeast,28875,2021
Northeast,57750,2021
Northeast,108000,2021
Northeast,60500,2021
Northeast,28875,2021
Northeast,24750,2021
Northeast,29250,2021
Northeast,67375,2021
Northeast,110500,2021
Northeast,66000,2021
Northeast,48675,2021
Northeast,45375,2021
Northeast,48750,2021
Northeast,85750,2021
Northeast,149500,2021
Northeast,82500,2021
Northeast,57750,2021
Northeast,49500,2021
Northeast,58500,2021
Northeast,98000,2021
Northeast,52062.5,2021
Northeast,27562.5,2021
Northeast,22500,2021
Northeast,9000,2021
Northeast,16875,2021
Northeast,31500,2021
Northeast,58187.5,2021
Northeast,15312.5,2021
Northeast,17500,2021
Northeast,6000,2021
Northeast,16875,2021
Northeast,31500,2021
Northeast,54512.5,2021
Northeast,18375,2021
Northeast,17500,2021
Northeast,3000,2021
Northeast,10125,2021
Northeast,24500,2021
Northeast,52062.5,2021
Northeast,15312.5,2021
Northeast,12500,2021
Northeast,6000,2021
Northeast,6750,2021
Northeast,28000,2021
Northeast,82250,2021
Northeast,27562.5,2021
Northeast,32000,2021
Northeast,24000,2021
Northeast,26250,2021
Northeast,66000,2021
Northeast,96250,2021
Northeast,47250,2021
Northeast,36000,2021
Northeast,32000,2021
Northeast,30000,2021
Northeast,77000,2021
Northeast,100625,2021
Northeast,51187.5,2021
Northeast,40000,2021
Northeast,32000,2021
Northeast,33750,2021
Northeast,88000,2021
Northeast,96250,2021
Northeast,51187.5,2021
Northeast,40000,2021
Northeast,24000,2021
Northeast,18750,2021
Northeast,66000,2021
Northeast,74375,2021
Northeast,35437.5,2021
Northeast,20000,2021
Northeast,16000,2021
Northeast,15000,2021
Northeast,44000,2021
Northeast,72187.5,2021
Northeast,35000,2021
Northeast,20000,2021
Northeast,15000,2021
Northeast,13500,2021
Northeast,52000,2021
Northeast,73500,2021
Northeast,39375,2021
Northeast,44000,2021
Northeast,40000,2021
Northeast,31500,2021
Northeast,71500,2021
Northeast,105000,2021
Northeast,52500,2021
Northeast,55000,2021
Northeast,45000,2021
Northeast,40500,2021
Northeast,84500,2021
Northeast,54000,2021
Northeast,30000,2021
Northeast,18750,2021
Northeast,8750,2021
Northeast,18750,2021
Northeast,30000,2021
Northeast,60000,2021
Northeast,18000,2021
Northeast,15000,2021
Northeast,21875,2021
Northeast,18750,2021
Northeast,30000,2021
Northeast,56400,2021
Northeast,21000,2021
Northeast,15000,2021
Northeast,26250,2021
Northeast,12500,2021
Northeast,24000,2021
Northeast,54000,2021
Northeast,18000,2021
Northeast,11250,2021
Northeast,10937.5,2021
Northeast,15625,2021
Northeast,33000,2021
Northeast,81675,2021
Northeast,30000,2021
Northeast,25312.5,2021
Northeast,19687.5,2021
Northeast,27500,2021
Northeast,58500,2021
Northeast,94875,2021
Northeast,48750,2021
Northeast,28125,2021
Northeast,25312.5,2021
Northeast,30937.5,2021
Northeast,67500,2021
Northeast,99000,2021
Northeast,52500,2021
Northeast,30937.5,2021
Northeast,25312.5,2021
Northeast,34375,2021
Northeast,76500,2021
Northeast,94875,2021
Northeast,52500,2021
Northeast,30937.5,2021
Northeast,19687.5,2021
Northeast,20625,2021
Northeast,58500,2021
Northeast,74250,2021
Northeast,37500,2021
Northeast,16875,2021
Northeast,14062.5,2021
Northeast,17187.5,2021
Northeast,40500,2021
Northeast,72000,2021
Northeast,37125,2021
Northeast,17187.5,2021
Northeast,13750,2021
Northeast,16250,2021
Northeast,47250,2021
Northeast,73125,2021
Northeast,49500,2021
Northeast,40562.5,2021
Northeast,37812.5,2021
Northeast,40625,2021
Northeast,73500,2021
Northeast,112125,2021
Northeast,61875,2021
Northeast,48125,2021
Northeast,41250,2021
Northeast,48750,2021
Northeast,84000,2021
Northeast,106312.5,2021
Northeast,65812.5,2021
Northeast,39812.5,2021
Northeast,24500,2021
Northeast,43312.5,2021
Northeast,58500,2021
Northeast,116437.5,2021
Northeast,45562.5,2021
Northeast,33687.5,2021
Northeast,21000,2021
Northeast,43312.5,2021
Northeast,58500,2021
Northeast,110362.5,2021
Northeast,50625,2021
Northeast,33687.5,2021
Northeast,17500,2021
Northeast,33687.5,2021
Northeast,49500,2021
Northeast,106312.5,2021
Northeast,45562.5,2021
Northeast,27562.5,2021
Northeast,21000,2021
Northeast,28875,2021
Northeast,54000,2021
Northeast,153900,2021
Northeast,68062.5,2021
Northeast,52500,2021
Northeast,43750,2021
Northeast,57750,2021
Northeast,104000,2021
Northeast,175500,2021
Northeast,99000,2021
Northeast,56875,2021
Northeast,52500,2021
Northeast,63000,2021
Northeast,117000,2021
Northeast,182250,2021
Northeast,105187.5,2021
Northeast,61250,2021
Northeast,52500,2021
Northeast,68250,2021
Northeast,130000,2021
Northeast,175500,2021
Northeast,105187.5,2021
Northeast,61250,2021
Northeast,43750,2021
Northeast,47250,2021
Northeast,104000,2021
Northeast,141750,2021
Northeast,80437.5,2021
Northeast,39375,2021
Northeast,35000,2021
Northeast,42000,2021
Northeast,78000,2021
Northeast,138937.5,2021
Northeast,81000,2021
Northeast,42000,2021
Northeast,36750,2021
Northeast,42875,2021
Northeast,90000,2021
Northeast,141750,2021
Northeast,87750,2021
Northeast,67200,2021
Northeast,63000,2021
Northeast,67375,2021
Northeast,112500,2021
Northeast,189000,2021
Northeast,108000,2021
Northeast,78750,2021
Northeast,68250,2021
Northeast,79625,2021
Northeast,127500,2021
Northeast,105000,2021
Northeast,65000,2021
Northeast,39000,2021
Northeast,23625,2021
Northeast,40500,2021
Northeast,56875,2021
Northeast,120000,2021
Northeast,50000,2021
Northeast,36000,2021
Northeast,27000,2021
Northeast,49500,2021
Northeast,65625,2021
Northeast,114000,2021
Northeast,55000,2021
Northeast,36000,2021
Northeast,20250,2021
Northeast,36000,2021
Northeast,52500,2021
Northeast,110000,2021
Northeast,50000,2021
Northeast,30000,2021
Northeast,23625,2021
Northeast,31500,2021
Northeast,56875,2021
Northeast,154700,2021
Northeast,72000,2021
